date,city,month,day_of_week,season,disruption_type,severity,duration_hours,rainfall_mm,temperature_c,aqi,wind_speed_ms,riders_affected,total_payout_inr,actual_value,threshold,has_disruption
2025-12-04,Chennai,12,3,winter,HeavyRain,Moderate,11.1,73.3,19.6,139.0,0.5,18,16020,73.26,64.0,1
2024-10-12,Hyderabad,10,5,summer,Flooding,Extreme,4.6,13.8,39.5,148.0,7.0,10,7350,13.77,6.0,1
2023-06-22,Bangalore,6,3,monsoon,HeavyRain,Moderate,11.2,30.0,28.7,47.0,2.3,7,12418,30.0,64.0,1
2024-08-12,Mumbai,8,0,monsoon,SocialDisruption,Severe,5.0,702.1,29.8,48.0,3.7,15,12030,11.87,4.0,1
2024-09-23,Delhi,9,0,monsoon,SocialDisruption,Severe,5.2,83.7,28.2,136.0,4.2,11,18271,9.94,4.0,1
2024-03-24,Mumbai,3,6,summer,ExtremeHeat,Moderate,2.5,0.1,46.2,92.0,1.0,10,8690,46.16,48.0,1
2024-08-20,Mumbai,8,1,monsoon,SocialDisruption,Moderate,6.3,613.4,30.6,71.0,3.9,11,12936,4.0,4.0,1
2024-06-17,Chennai,6,0,monsoon,HeavyRain,Moderate,7.6,30.0,31.2,60.0,4.5,19,24700,30.0,64.0,1
2023-07-22,Lucknow,7,5,monsoon,HeavyRain,Extreme,7.4,138.6,28.8,141.0,2.3,10,11850,138.62,64.0,1
2023-12-07,Chennai,12,3,winter,SocialDisruption,Severe,7.5,131.1,22.6,108.0,0.4,16,28784,10.37,4.0,1
2023-06-12,Ahmedabad,6,0,monsoon,ExtremeHeat,Moderate,5.2,18.3,45.2,30.0,2.9,9,5967,45.2,48.0,1
2023-02-23,Delhi,2,3,winter,SevereAQI,Moderate,10.5,18.7,12.1,429.0,5.4,10,6900,429.14,400.0,1
2025-09-22,Hyderabad,9,0,monsoon,SevereAQI,Moderate,2.0,213.7,31.1,400.0,3.5,10,16010,400.0,400.0,1
2025-11-04,Bangalore,11,1,winter,SocialDisruption,Severe,11.6,42.0,23.6,101.0,4.6,13,21645,10.47,4.0,1
2025-05-02,Chennai,5,4,summer,ExtremeHeat,Severe,3.1,41.3,47.9,114.0,5.0,9,10143,47.94,48.0,1
2025-02-23,Chennai,2,6,winter,Flooding,Severe,6.2,10.9,31.5,149.0,3.1,10,14620,10.89,6.0,1
2025-06-01,Kolkata,6,6,monsoon,SevereAQI,Severe,3.5,261.7,28.9,497.0,4.8,11,16423,496.62,400.0,1
2024-02-05,Kolkata,2,0,winter,SocialDisruption,Moderate,9.2,9.2,15.6,159.0,3.9,11,15642,4.0,4.0,1
2023-02-24,Pune,2,4,winter,SevereAQI,Moderate,9.6,6.5,19.8,443.0,3.6,10,6890,443.05,400.0,1
2025-11-14,Kolkata,11,4,winter,SocialDisruption,Severe,6.0,12.6,19.3,232.0,4.1,17,20995,11.1,4.0,1
2024-06-06,Mumbai,6,3,monsoon,SevereAQI,Extreme,9.0,584.9,29.1,582.0,5.4,14,23912,581.77,400.0,1
2025-04-13,Mumbai,4,6,summer,ExtremeHeat,Moderate,11.8,4.7,44.1,78.0,2.0,11,13926,44.08,48.0,1
2023-04-18,Chennai,4,1,summer,SevereAQI,Extreme,7.3,40.0,33.9,538.0,4.1,9,11313,538.19,400.0,1
2024-03-11,Hyderabad,3,0,summer,SocialDisruption,Severe,8.8,12.4,36.0,111.0,6.1,15,22485,10.47,4.0,1
2023-01-26,Mumbai,1,3,winter,SevereAQI,Severe,4.2,6.8,25.7,491.0,3.1,9,8136,490.56,400.0,1
2023-05-12,Kolkata,5,4,summer,SocialDisruption,Severe,9.6,22.7,31.2,78.0,2.9,9,7335,10.87,4.0,1
2024-06-11,Pune,6,1,monsoon,HeavyRain,Severe,6.8,90.1,25.6,39.0,0.3,12,16716,90.07,64.0,1
2023-04-10,Chennai,4,0,summer,ExtremeHeat,Moderate,5.1,42.0,43.0,71.0,3.0,18,14346,43.0,48.0,1
2024-06-25,Mumbai,6,1,monsoon,Flooding,Severe,5.6,10.3,27.7,48.0,3.5,19,21356,10.28,6.0,1
2023-02-06,Chennai,2,0,winter,ExtremeHeat,Severe,8.5,288.8,49.4,105.0,5.8,11,16786,49.42,48.0,1
2024-06-22,Delhi,6,5,monsoon,HeavyRain,Severe,3.9,103.6,29.6,126.0,5.1,10,13760,103.64,64.0,1
2025-03-22,Chennai,3,5,summer,SocialDisruption,Severe,7.0,46.5,39.8,91.0,5.5,10,7980,10.47,4.0,1
2025-10-01,Chennai,10,2,summer,SevereAQI,Extreme,6.1,46.4,39.8,516.0,1.6,9,13419,515.6,400.0,1
2024-06-24,Lucknow,6,0,monsoon,HeavyRain,Severe,8.2,104.6,31.9,57.0,0.8,18,14112,104.63,64.0,1
2024-07-19,Delhi,7,4,monsoon,SevereAQI,Moderate,7.3,25.5,29.9,400.0,4.4,13,11284,400.0,400.0,1
2024-12-21,Bangalore,12,5,winter,SocialDisruption,Severe,8.5,60.3,27.7,79.0,3.8,18,27180,10.69,4.0,1
2025-08-05,Mumbai,8,1,monsoon,Flooding,Moderate,5.7,9.4,30.6,52.0,5.3,14,20594,9.39,6.0,1
2024-05-28,Lucknow,5,1,summer,SocialDisruption,Moderate,4.9,25.1,37.0,271.0,3.1,16,24608,6.74,4.0,1
2023-07-06,Mumbai,7,3,monsoon,SocialDisruption,Severe,13.0,602.4,27.4,105.0,3.9,9,9666,10.15,4.0,1
2024-03-11,Pune,3,0,summer,ExtremeHeat,Severe,7.1,5.0,48.5,138.0,1.1,6,3630,48.51,48.0,1
2025-02-03,Chennai,2,0,winter,Flooding,Severe,8.0,10.6,27.1,138.0,8.4,13,19630,10.63,6.0,1
2024-09-07,Hyderabad,9,5,monsoon,HeavyRain,Severe,3.2,110.8,23.4,69.0,1.5,15,10380,110.8,64.0,1
2024-06-21,Delhi,6,4,monsoon,HeavyRain,Severe,8.9,113.6,30.7,101.0,2.4,13,18226,113.56,64.0,1
2024-11-19,Delhi,11,1,winter,SocialDisruption,Severe,9.3,0.0,11.0,320.0,6.6,12,8208,12.05,4.0,1
2024-11-29,Bangalore,11,4,winter,HeavyRain,Moderate,4.0,78.0,21.4,108.0,5.4,12,12024,77.98,64.0,1
2024-01-13,Mumbai,1,5,winter,Flooding,Severe,6.1,11.4,28.9,106.0,0.5,17,26367,11.4,6.0,1
2023-09-29,Ahmedabad,9,4,monsoon,ExtremeHeat,Moderate,9.2,54.3,46.4,103.0,0.0,8,9688,46.35,48.0,1
2023-10-18,Delhi,10,2,summer,ExtremeHeat,Moderate,5.7,7.5,43.1,254.0,2.9,18,26226,43.1,48.0,1
2025-08-28,Hyderabad,8,3,monsoon,Flooding,Severe,9.1,10.7,29.2,40.0,2.6,10,15320,10.74,6.0,1
2024-03-18,Ahmedabad,3,0,summer,ExtremeHeat,Moderate,7.6,7.1,44.9,177.0,2.9,14,23198,44.91,48.0,1
2023-07-01,Bangalore,7,5,monsoon,SocialDisruption,Moderate,5.2,208.9,25.4,45.0,4.5,18,22968,9.49,4.0,1
2024-11-05,Hyderabad,11,1,winter,HeavyRain,Moderate,13.7,88.6,15.4,149.0,2.6,7,6181,88.62,64.0,1
2024-01-12,Bangalore,1,4,winter,ExtremeHeat,Moderate,5.0,74.5,43.8,73.0,1.8,3,3507,43.82,48.0,1
2025-08-16,Jaipur,8,5,monsoon,HeavyRain,Moderate,8.0,89.1,35.1,102.0,4.2,14,24542,89.06,64.0,1
2024-01-03,Kolkata,1,2,winter,SevereAQI,Severe,11.3,0.0,22.0,508.0,1.9,14,17990,508.06,400.0,1
2025-08-17,Mumbai,8,6,monsoon,SocialDisruption,Moderate,6.8,611.2,25.8,49.0,1.9,10,17750,9.37,4.0,1
2024-04-18,Chennai,4,3,summer,SocialDisruption,Moderate,8.8,39.0,32.7,145.0,0.0,13,23335,4.0,4.0,1
2024-07-23,Bangalore,7,1,monsoon,SocialDisruption,Extreme,3.8,159.8,24.0,47.0,3.8,12,19440,13.98,4.0,1
2025-04-25,Delhi,4,4,summer,SevereAQI,Severe,8.0,22.8,33.3,494.0,4.7,14,10052,494.06,400.0,1
2023-06-04,Mumbai,6,6,monsoon,HeavyRain,Moderate,6.7,79.0,29.3,44.0,8.0,14,21238,79.05,64.0,1
2024-07-25,Bangalore,7,3,monsoon,HeavyRain,Moderate,7.0,30.0,22.0,66.0,5.3,12,10332,30.0,64.0,1
2024-04-08,Bangalore,4,0,summer,SevereAQI,Moderate,2.8,44.3,27.1,416.0,5.5,13,9412,415.63,400.0,1
2023-12-29,Pune,12,4,winter,HeavyRain,Moderate,6.0,74.2,16.8,176.0,3.9,18,21888,74.23,64.0,1
2024-09-24,Kolkata,9,1,monsoon,ExtremeHeat,Severe,8.5,463.9,48.1,90.0,4.3,14,16534,48.07,48.0,1
2025-04-02,Chennai,4,2,summer,SevereAQI,Moderate,2.0,3.2,39.7,416.0,1.0,11,13662,415.71,400.0,1
2024-05-25,Delhi,5,5,summer,ExtremeHeat,Severe,8.5,16.7,47.8,223.0,3.5,12,17688,47.8,48.0,1
2024-04-29,Ahmedabad,4,0,summer,ExtremeHeat,Extreme,6.8,11.5,51.6,168.0,6.0,11,14608,51.59,48.0,1
2024-05-27,Delhi,5,0,summer,ExtremeHeat,Moderate,8.0,13.4,44.2,163.0,7.0,16,25024,44.22,48.0,1
2023-04-21,Hyderabad,4,4,summer,SocialDisruption,Moderate,10.2,20.0,35.4,120.0,3.5,5,3845,8.51,4.0,1
2025-02-15,Mumbai,2,5,winter,SevereAQI,Extreme,4.0,5.7,28.6,537.0,3.8,11,15708,536.91,400.0,1
2024-02-08,Hyderabad,2,3,winter,SocialDisruption,Severe,10.2,3.0,23.4,242.0,4.9,12,18084,11.48,4.0,1
2023-02-16,Delhi,2,3,winter,SocialDisruption,Severe,8.5,28.2,13.6,370.0,6.0,13,19240,11.35,4.0,1
2023-10-12,Chennai,10,3,summer,ExtremeHeat,Moderate,13.2,50.0,45.3,111.0,4.0,8,14296,45.31,48.0,1
2024-08-24,Bangalore,8,5,monsoon,HeavyRain,Severe,3.4,105.9,25.0,64.0,4.7,9,13086,105.95,64.0,1
2023-05-22,Chennai,5,0,summer,Flooding,Moderate,5.0,6.0,35.2,110.0,5.4,15,19770,6.0,6.0,1
2024-01-17,Pune,1,2,winter,SevereAQI,Severe,7.5,10.8,23.7,500.0,1.4,14,9016,500.01,400.0,1
2025-05-06,Hyderabad,5,1,summer,Flooding,Severe,7.2,10.1,38.4,170.0,6.6,9,15651,10.06,6.0,1
2024-10-27,Bangalore,10,6,summer,Flooding,Moderate,2.7,7.6,29.1,65.0,6.1,9,16182,7.61,6.0,1
2025-04-27,Delhi,4,6,summer,ExtremeHeat,Moderate,3.6,9.1,45.6,219.0,6.9,11,16324,45.61,48.0,1
2025-09-19,Mumbai,9,4,monsoon,SevereAQI,Extreme,3.3,339.0,28.9,566.0,3.5,11,17490,565.73,400.0,1
2025-11-01,Mumbai,11,5,winter,SevereAQI,Moderate,7.3,8.8,25.8,402.0,5.3,15,12765,402.46,400.0,1
2024-03-07,Jaipur,3,3,summer,ExtremeHeat,Severe,9.1,8.2,48.2,234.0,2.8,19,18487,48.23,48.0,1
2024-03-31,Mumbai,3,6,summer,ExtremeHeat,Severe,9.4,5.9,47.0,74.0,2.3,7,5341,47.04,48.0,1
2024-12-21,Pune,12,5,winter,SocialDisruption,Moderate,13.7,13.6,21.7,118.0,6.7,14,8680,4.5,4.0,1
2023-06-17,Delhi,6,5,monsoon,Flooding,Moderate,3.1,7.7,28.6,133.0,6.3,19,22781,7.73,6.0,1
2025-08-13,Mumbai,8,2,monsoon,HeavyRain,Moderate,5.6,30.0,30.1,67.0,3.5,8,8848,30.0,64.0,1
2023-04-01,Ahmedabad,4,5,summer,HeavyRain,Severe,15.5,124.7,40.0,206.0,5.9,19,25555,124.69,64.0,1
2025-09-03,Mumbai,9,2,monsoon,Flooding,Moderate,5.4,7.5,29.2,60.0,4.6,7,5516,7.47,6.0,1
2024-07-01,Mumbai,7,0,monsoon,HeavyRain,Moderate,9.1,35.8,25.0,56.0,4.7,8,12248,35.78,64.0,1
2025-11-04,Delhi,11,1,winter,SocialDisruption,Moderate,4.5,24.6,18.4,380.0,4.4,15,18255,6.5,4.0,1
2023-10-15,Bangalore,10,6,summer,SevereAQI,Moderate,6.8,48.1,24.7,418.0,7.7,12,10932,417.85,400.0,1
2023-09-21,Delhi,9,3,monsoon,ExtremeHeat,Severe,6.8,116.4,49.1,98.0,5.3,7,6986,49.05,48.0,1
2023-07-07,Jaipur,7,4,monsoon,ExtremeHeat,Severe,7.1,0.0,47.4,85.0,1.5,13,10140,47.38,48.0,1
2024-10-03,Bangalore,10,3,summer,HeavyRain,Moderate,8.3,71.8,26.8,62.0,5.5,10,11540,71.79,64.0,1
2023-08-08,Hyderabad,8,1,monsoon,ExtremeHeat,Severe,12.9,120.6,48.9,64.0,7.8,10,14450,48.86,48.0,1
2025-01-14,Hyderabad,1,1,winter,HeavyRain,Severe,9.2,103.6,26.5,165.0,0.5,10,6180,103.55,64.0,1
2023-01-23,Bangalore,1,0,winter,ExtremeHeat,Severe,2.3,64.0,46.9,82.0,4.9,14,10738,46.92,48.0,1
2023-03-29,Delhi,3,2,summer,SocialDisruption,Moderate,6.4,18.5,44.0,91.0,1.4,16,11728,7.93,4.0,1
2023-04-21,Delhi,4,4,summer,SevereAQI,Extreme,10.5,29.0,45.9,517.0,2.6,14,23198,517.39,400.0,1
2025-01-19,Ahmedabad,1,6,winter,ExtremeHeat,Moderate,9.4,3.3,43.0,178.0,6.5,13,15392,43.0,48.0,1
2025-07-26,Chennai,7,5,monsoon,SevereAQI,Severe,11.0,85.9,29.0,461.0,1.9,12,7824,460.93,400.0,1
2024-07-22,Kolkata,7,0,monsoon,HeavyRain,Severe,6.9,109.4,29.1,61.0,2.1,9,10791,109.4,64.0,1
2025-04-20,Chennai,4,6,summer,SocialDisruption,Severe,7.2,54.9,37.1,87.0,5.0,15,26025,10.43,4.0,1
2025-03-17,Kolkata,3,0,summer,SevereAQI,Severe,4.9,38.7,35.2,454.0,5.7,11,9548,454.07,400.0,1
2024-07-12,Bangalore,7,4,monsoon,SocialDisruption,Severe,10.7,192.1,21.6,67.0,0.2,13,9074,10.03,4.0,1
2025-12-04,Bangalore,12,3,winter,HeavyRain,Moderate,4.7,44.3,18.8,78.0,1.6,17,23936,44.3,64.0,1
2025-07-08,Chennai,7,1,monsoon,Flooding,Severe,8.0,9.8,32.5,81.0,4.3,10,7130,9.8,6.0,1
2025-07-19,Hyderabad,7,5,monsoon,Flooding,Moderate,8.5,8.9,28.0,52.0,4.9,8,7944,8.92,6.0,1
2024-12-04,Mumbai,12,2,winter,SocialDisruption,Severe,5.5,8.6,25.0,157.0,3.2,12,8136,11.06,4.0,1
2023-12-23,Ahmedabad,12,5,winter,SevereAQI,Moderate,5.6,6.3,18.6,400.0,1.8,13,8515,400.0,400.0,1
2023-03-08,Jaipur,3,2,summer,HeavyRain,Moderate,5.7,51.6,38.8,207.0,0.0,15,14865,51.55,64.0,1
2024-01-29,Bangalore,1,0,winter,SocialDisruption,Severe,2.6,52.7,17.7,67.0,0.0,14,19488,9.65,4.0,1
2024-09-25,Ahmedabad,9,2,monsoon,Flooding,Severe,5.2,11.5,30.8,95.0,5.4,15,19605,11.49,6.0,1
2025-11-27,Chennai,11,3,winter,HeavyRain,Extreme,6.9,152.1,23.3,84.0,1.4,8,11296,152.11,64.0,1
2023-04-20,Pune,4,3,summer,HeavyRain,Severe,12.0,96.9,37.4,111.0,3.1,16,28720,96.89,64.0,1
2023-12-03,Chennai,12,6,winter,ExtremeHeat,Moderate,10.1,341.1,43.8,116.0,5.4,17,16745,43.81,48.0,1
2024-06-04,Mumbai,6,1,monsoon,HeavyRain,Moderate,3.6,51.2,26.1,55.0,4.2,13,15470,51.25,64.0,1
2025-07-14,Delhi,7,0,monsoon,SocialDisruption,Severe,6.7,120.3,29.9,81.0,4.5,16,12848,10.76,4.0,1
2025-04-29,Hyderabad,4,1,summer,HeavyRain,Moderate,11.1,74.4,33.5,133.0,2.7,17,23222,74.44,64.0,1
2024-10-13,Delhi,10,6,summer,ExtremeHeat,Moderate,4.3,6.9,45.7,227.0,0.6,12,19128,45.68,48.0,1
2023-09-08,Bangalore,9,4,monsoon,SocialDisruption,Moderate,2.0,152.7,21.8,56.0,4.5,12,16788,8.81,4.0,1
2024-09-15,Chennai,9,6,monsoon,SevereAQI,Moderate,5.1,54.8,33.4,428.0,7.7,16,21856,428.28,400.0,1
2024-03-10,Pune,3,6,summer,ExtremeHeat,Moderate,6.3,25.1,43.0,122.0,5.5,15,11925,43.0,48.0,1
2025-12-24,Mumbai,12,2,winter,Flooding,Severe,11.4,11.0,23.9,136.0,7.6,5,3235,11.0,6.0,1
2024-04-30,Bangalore,4,1,summer,SocialDisruption,Moderate,9.8,49.9,30.5,72.0,2.8,7,4963,4.0,4.0,1
2023-08-27,Pune,8,6,monsoon,Flooding,Extreme,9.6,13.3,25.2,58.0,1.1,12,7728,13.33,6.0,1
2023-11-20,Kolkata,11,0,winter,SocialDisruption,Moderate,12.0,0.0,21.0,268.0,2.5,15,23175,4.0,4.0,1
2023-08-21,Chennai,8,0,monsoon,HeavyRain,Severe,9.5,97.8,31.8,65.0,5.4,8,9200,97.84,64.0,1
2025-10-01,Delhi,10,2,summer,ExtremeHeat,Moderate,10.7,26.1,44.2,250.0,11.0,14,25116,44.18,48.0,1
2025-05-09,Delhi,5,4,summer,ExtremeHeat,Moderate,3.3,20.8,43.0,136.0,4.3,14,13398,43.0,48.0,1
2024-03-18,Chennai,3,0,summer,SevereAQI,Severe,2.0,43.6,28.9,453.0,4.1,15,26460,452.79,400.0,1
2025-01-12,Delhi,1,6,winter,Flooding,Moderate,7.9,8.5,14.1,491.0,5.8,10,13630,8.53,6.0,1
2023-08-02,Chennai,8,2,monsoon,Flooding,Extreme,12.5,13.5,29.4,82.0,1.1,13,16380,13.51,6.0,1
2024-01-26,Mumbai,1,4,winter,SocialDisruption,Moderate,10.2,13.4,21.3,73.0,4.3,8,10200,6.72,4.0,1
2024-05-01,Bangalore,5,2,summer,HeavyRain,Severe,2.0,116.3,21.5,73.0,3.9,13,20553,116.32,64.0,1
2023-10-29,Mumbai,10,6,summer,SevereAQI,Severe,7.6,8.3,27.8,474.0,4.9,11,18711,474.47,400.0,1
2024-02-22,Hyderabad,2,3,winter,SocialDisruption,Moderate,5.0,11.0,21.6,99.0,1.9,12,17976,7.12,4.0,1
2024-04-11,Ahmedabad,4,3,summer,ExtremeHeat,Severe,9.4,6.8,47.7,191.0,7.1,14,22022,47.66,48.0,1
2024-05-27,Pune,5,0,summer,HeavyRain,Moderate,6.6,76.6,36.6,67.0,3.1,12,10812,76.57,64.0,1
2025-11-28,Jaipur,11,4,winter,SocialDisruption,Severe,5.9,9.6,20.0,133.0,3.7,9,11394,11.21,4.0,1
2024-07-13,Bangalore,7,5,monsoon,SocialDisruption,Moderate,8.3,165.1,22.7,58.0,0.0,13,20982,5.74,4.0,1
2025-05-27,Bangalore,5,1,summer,ExtremeHeat,Severe,3.9,43.7,47.4,98.0,4.8,14,9352,47.37,48.0,1
2024-05-16,Delhi,5,3,summer,SocialDisruption,Moderate,10.2,12.3,42.2,201.0,6.4,14,17598,7.91,4.0,1
2023-09-26,Lucknow,9,1,monsoon,ExtremeHeat,Moderate,6.1,142.9,45.9,91.0,1.3,7,6118,45.86,48.0,1
2024-07-23,Mumbai,7,1,monsoon,Flooding,Severe,9.0,10.2,30.0,48.0,3.9,14,15064,10.21,6.0,1
2025-01-27,Delhi,1,0,winter,SevereAQI,Moderate,13.3,9.2,10.0,417.0,6.1,16,13088,416.96,400.0,1
2024-09-16,Chennai,9,0,monsoon,ExtremeHeat,Moderate,2.4,107.9,43.5,89.0,5.0,13,15002,43.51,48.0,1
2025-03-15,Bangalore,3,5,summer,SevereAQI,Moderate,6.0,14.7,28.5,400.0,3.5,4,2944,400.0,400.0,1
2023-04-30,Bangalore,4,6,summer,SocialDisruption,Severe,6.0,24.7,29.0,59.0,3.6,8,13128,11.21,4.0,1
2024-01-13,Bangalore,1,5,winter,SocialDisruption,Moderate,7.1,67.9,23.9,115.0,6.5,12,9144,9.02,4.0,1
2024-06-10,Kolkata,6,0,monsoon,HeavyRain,Severe,2.0,128.8,28.2,74.0,4.0,18,13356,128.83,64.0,1
2025-07-07,Mumbai,7,0,monsoon,Flooding,Extreme,8.1,15.0,32.6,58.0,3.0,9,8415,14.96,6.0,1
2024-02-08,Mumbai,2,3,winter,ExtremeHeat,Moderate,9.3,0.0,45.9,124.0,6.3,13,14404,45.9,48.0,1
2023-07-05,Mumbai,7,2,monsoon,HeavyRain,Moderate,3.3,44.7,31.6,76.0,5.2,17,17255,44.72,64.0,1
2023-09-28,Kolkata,9,3,monsoon,Flooding,Extreme,4.5,14.2,28.4,98.0,1.5,13,16575,14.23,6.0,1
2025-07-14,Pune,7,0,monsoon,SevereAQI,Severe,7.4,136.7,27.8,488.0,2.5,9,12789,487.54,400.0,1
2023-09-01,Pune,9,4,monsoon,Flooding,Moderate,7.8,8.1,25.5,81.0,3.8,8,11512,8.14,6.0,1
2025-09-27,Mumbai,9,5,monsoon,HeavyRain,Moderate,9.6,83.6,29.4,46.0,5.4,11,11231,83.61,64.0,1
2024-04-11,Bangalore,4,3,summer,ExtremeHeat,Moderate,5.3,58.6,44.1,46.0,2.5,15,23970,44.1,48.0,1
2023-07-26,Bangalore,7,2,monsoon,HeavyRain,Extreme,13.6,131.7,24.6,65.0,4.9,13,12389,131.75,64.0,1
2023-12-19,Mumbai,12,1,winter,SocialDisruption,Severe,10.6,6.3,26.9,127.0,6.0,16,22608,12.99,4.0,1
2025-09-19,Chennai,9,4,monsoon,SocialDisruption,Severe,7.5,46.0,31.2,70.0,3.7,13,9451,12.55,4.0,1
2023-04-25,Mumbai,4,1,summer,SevereAQI,Moderate,8.1,23.0,35.3,406.0,1.8,12,15264,406.45,400.0,1
2023-07-31,Pune,7,0,monsoon,SocialDisruption,Severe,4.1,144.4,25.5,57.0,1.6,10,6200,12.59,4.0,1
2025-04-11,Mumbai,4,4,summer,HeavyRain,Moderate,4.4,60.9,35.1,80.0,4.2,17,13702,60.9,64.0,1
2024-11-22,Bangalore,11,4,winter,SevereAQI,Extreme,7.7,29.8,20.5,529.0,0.9,8,11696,528.93,400.0,1
2024-07-07,Lucknow,7,6,monsoon,Flooding,Severe,8.8,9.5,27.4,89.0,3.9,8,5848,9.51,6.0,1
2025-06-24,Jaipur,6,1,monsoon,HeavyRain,Severe,11.3,91.8,33.5,87.0,1.0,13,20696,91.8,64.0,1
2024-12-29,Chennai,12,6,winter,Flooding,Moderate,10.4,7.7,26.2,96.0,2.5,11,7216,7.7,6.0,1
2025-12-09,Mumbai,12,1,winter,SevereAQI,Moderate,10.1,11.4,21.1,400.0,2.8,11,8558,400.0,400.0,1
2023-09-04,Hyderabad,9,0,monsoon,SevereAQI,Moderate,5.6,108.6,25.3,405.0,4.3,11,13552,404.95,400.0,1
2024-06-07,Bangalore,6,4,monsoon,HeavyRain,Extreme,9.0,133.8,23.5,32.0,3.7,10,17980,133.75,64.0,1
2023-10-15,Jaipur,10,6,summer,ExtremeHeat,Severe,8.8,9.3,46.6,245.0,4.1,13,22581,46.56,48.0,1
2025-01-12,Ahmedabad,1,6,winter,SocialDisruption,Moderate,5.0,3.7,21.0,159.0,7.4,5,6875,6.66,4.0,1
2023-01-23,Pune,1,0,winter,SocialDisruption,Severe,6.1,18.4,20.8,116.0,4.5,18,13158,10.28,4.0,1
2025-09-17,Chennai,9,2,monsoon,SevereAQI,Extreme,11.6,44.5,31.8,517.0,6.2,14,13230,517.4,400.0,1
2024-05-08,Kolkata,5,2,summer,ExtremeHeat,Severe,5.5,66.4,46.8,126.0,2.4,19,31179,46.82,48.0,1
2023-12-02,Hyderabad,12,5,winter,HeavyRain,Severe,4.0,99.9,21.7,138.0,3.8,14,8736,99.91,64.0,1
2024-03-07,Ahmedabad,3,3,summer,ExtremeHeat,Moderate,10.7,10.1,44.1,182.0,6.2,12,18540,44.06,48.0,1
2025-12-19,Chennai,12,4,winter,Flooding,Moderate,4.2,6.0,19.0,139.0,3.2,11,9548,6.0,6.0,1
2024-10-23,Hyderabad,10,2,summer,ExtremeHeat,Severe,6.9,17.9,48.8,105.0,2.5,12,20292,48.77,48.0,1
2024-09-07,Mumbai,9,5,monsoon,HeavyRain,Severe,4.4,104.0,28.4,48.0,4.3,14,20678,104.0,64.0,1
2024-12-25,Bangalore,12,2,winter,SocialDisruption,Severe,12.2,53.5,19.7,100.0,2.7,17,22236,11.02,4.0,1
2023-04-16,Mumbai,4,6,summer,ExtremeHeat,Moderate,5.5,22.9,45.0,97.0,5.2,8,8992,45.0,48.0,1
2023-03-16,Mumbai,3,3,summer,ExtremeHeat,Severe,10.7,14.3,47.4,88.0,3.9,14,19726,47.44,48.0,1
2025-10-18,Mumbai,10,5,summer,SocialDisruption,Extreme,6.4,0.0,31.0,111.0,1.8,10,12700,15.79,4.0,1
2024-04-15,Delhi,4,0,summer,ExtremeHeat,Moderate,2.4,1.6,44.4,215.0,1.9,11,11022,44.35,48.0,1
2023-06-02,Pune,6,4,monsoon,SocialDisruption,Moderate,2.0,228.2,25.1,64.0,4.7,7,6475,6.65,4.0,1
2025-12-12,Ahmedabad,12,4,winter,SevereAQI,Extreme,5.7,0.0,20.3,536.0,3.0,22,16852,536.47,400.0,1
2025-05-05,Chennai,5,0,summer,HeavyRain,Moderate,7.8,67.9,36.7,106.0,5.7,17,15963,67.93,64.0,1
2025-01-14,Hyderabad,1,1,winter,ExtremeHeat,Moderate,6.4,12.1,45.6,105.0,1.3,9,11403,45.63,48.0,1
2025-01-01,Delhi,1,2,winter,SevereAQI,Moderate,6.4,11.8,10.0,429.0,1.8,7,11816,429.29,400.0,1
2025-04-26,Delhi,4,5,summer,SevereAQI,Extreme,4.4,30.4,40.3,596.0,4.2,11,14311,596.3,400.0,1
2024-07-16,Delhi,7,1,monsoon,SevereAQI,Extreme,5.2,114.0,32.8,610.0,3.3,10,16220,610.16,400.0,1
2025-07-12,Jaipur,7,5,monsoon,Flooding,Moderate,10.6,6.2,32.9,65.0,5.6,13,14716,6.21,6.0,1
2023-04-25,Lucknow,4,1,summer,ExtremeHeat,Moderate,7.9,4.4,46.1,114.0,4.3,12,20172,46.1,48.0,1
2025-03-19,Kolkata,3,2,summer,SocialDisruption,Severe,9.3,35.1,30.8,70.0,0.6,15,11670,11.25,4.0,1
2023-05-24,Mumbai,5,2,summer,ExtremeHeat,Moderate,7.9,23.1,46.1,74.0,4.1,11,16401,46.09,48.0,1
2023-05-25,Chennai,5,3,summer,ExtremeHeat,Severe,6.3,62.5,48.4,88.0,2.3,5,8755,48.36,48.0,1
2023-01-09,Chennai,1,0,winter,Flooding,Severe,6.0,10.1,30.3,135.0,6.0,15,23205,10.14,6.0,1
2023-03-14,Kolkata,3,1,summer,SevereAQI,Moderate,10.1,15.3,33.4,400.0,3.2,10,16250,400.0,400.0,1
2025-11-29,Chennai,11,5,winter,ExtremeHeat,Moderate,10.1,277.2,44.7,102.0,5.1,8,14096,44.73,48.0,1
2025-11-26,Chennai,11,2,winter,Flooding,Moderate,5.1,8.1,27.8,97.0,3.5,17,10676,8.06,6.0,1
2024-12-31,Mumbai,12,1,winter,SevereAQI,Moderate,3.1,3.7,23.4,411.0,6.1,8,8128,410.73,400.0,1
2024-07-26,Mumbai,7,4,monsoon,SocialDisruption,Severe,4.3,366.5,31.6,79.0,7.5,14,9534,11.58,4.0,1
2023-05-11,Delhi,5,3,summer,ExtremeHeat,Moderate,10.5,29.3,43.0,140.0,6.6,14,13874,43.0,48.0,1
