claim_amount,rider_experience_months,claims_last_30_days,claims_last_7_days,distance_from_zone_km,time_since_last_claim_hours,trigger_weather_match,other_riders_same_zone_claimed,claim_hour,day_of_week,policy_age_days,is_fraudulent
15200,11,0,0,0.27262979360162054,17.76353356708043,1,0,17,6,29,0
16900,60,1,2,0.009613354961841142,54.906423183181275,1,1,8,1,20,0
4000,6,2,0,1.3354225192264337,31.95005026974286,1,0,12,5,22,0
17100,21,1,0,1.3598654457228774,202.39829957897499,1,1,19,5,41,0
17500,11,0,0,1.8242654442262427,239.6733730051244,1,0,18,1,51,0
9400,5,2,0,1.1309192802238364,52.47927248732053,1,0,21,2,18,0
12200,10,1,0,4.0262132016705,32.207346932220645,1,1,11,1,59,0
16900,14,0,0,0.2361514777919407,158.01166378716232,1,0,8,5,158,0
8500,11,1,0,4.160087372769658,349.32748183986405,1,1,10,4,43,0
16000,1,6,2,16.29,29.264766813337292,0,0,21,2,4,1
15000,4,1,0,0.3212697387286626,373.21959539259467,1,1,20,5,27,0
4800,42,1,0,1.3363491982754607,147.29094674400537,1,1,11,0,31,0
12300,14,1,0,4.7928973001779855,720.0,1,1,16,5,46,0
4000,33,0,0,2.4928914217790634,71.94134363547312,1,1,19,2,33,0
12200,12,1,0,0.11392126633882621,642.8518076001415,1,1,20,3,80,0
7800,5,0,0,0.7143129132858137,44.79653546903105,1,1,9,2,30,0
5900,10,0,0,1.4152305347659073,432.9941186915456,1,1,11,2,40,0
12700,21,1,1,5.096462053842949,89.40943992527744,1,0,14,0,17,0
10100,4,0,1,2.27139124187641,25.034885170973084,1,0,16,0,47,0
4900,7,0,2,6.054885368234364,174.62743596207395,1,1,12,6,38,0
15200,12,2,0,6.89141283896967,38.910616362013705,1,0,21,4,61,0
4700,23,1,1,0.06298884095311871,135.02507541565012,1,1,22,0,16,0
6100,7,0,0,1.6207435540233743,148.93643607997532,1,1,9,2,36,0
6000,31,0,0,0.2876649948430037,447.2459939841789,1,1,12,2,21,0
15900,3,0,0,2.4328731992344252,165.21972200282542,1,1,16,2,46,0
7700,4,1,0,3.0619822296011376,520.42191492799,1,0,13,3,32,0
10400,7,2,1,0.7837551072739812,720.0,1,1,12,2,14,0
4700,13,0,0,2.4249494748886726,44.4537439420052,1,1,21,2,78,0
16100,8,6,1,13.15,18.437483369311874,0,0,12,1,1,1
14800,9,0,0,0.26975603613366433,36.09552628437868,1,1,12,5,23,0
9200,48,1,1,5.091630672186325,212.32330671969004,1,1,15,5,47,0
17800,19,0,0,6.00427444883705,24.271632962477394,1,1,15,3,37,0
5500,5,2,2,2.768307097253765,379.5263462558138,1,1,12,2,23,0
5400,10,1,0,1.2682407193805034,144.6868608970527,1,1,8,1,48,0
5300,8,0,0,1.1702274228129712,249.2486812998167,1,1,15,6,7,0
15600,33,0,0,0.815637301478766,563.5639877633116,1,1,20,3,49,0
13900,14,3,1,2.3889554716515122,88.79791450576715,1,1,12,4,47,0
13400,19,2,0,0.44977013501745516,353.47637681037776,1,0,8,1,8,0
10400,13,0,1,3.5289472874625067,99.79638681080687,1,1,13,0,111,0
7600,6,1,1,0.18026599091774761,159.72685021252397,1,0,21,3,37,0
10400,4,0,0,0.7166789582258948,346.42791349603806,1,1,18,2,29,0
9000,10,0,0,0.21263908084102423,108.94528665751551,1,1,15,5,56,0
7600,14,0,0,1.4514593002071738,441.19910122602784,1,1,18,2,17,0
11200,5,0,0,2.3871834138813695,15.300917225173919,1,1,18,5,133,0
11900,18,9,4,7.12,28.041298370185906,0,0,5,3,5,1
5100,5,0,1,2.222098678001849,364.51054370252734,0,1,12,0,25,0
16800,6,0,2,0.5205969584121458,49.83474844914933,1,1,8,3,98,0
17900,5,0,0,3.9933575921705975,350.4564551996399,1,1,18,0,16,0
8600,11,0,0,1.0965457710331998,253.12402190477624,1,1,8,6,25,0
12000,17,2,0,5.744402764840827,272.66542845685234,0,1,10,1,33,0
11600,5,1,0,1.663751857204844,24.525998249117222,1,0,13,5,168,0
10800,14,1,0,2.5313374560833006,13.631203070317259,1,1,19,3,26,0
5000,54,0,0,0.6054987125416018,132.18767341238373,1,1,12,3,8,0
8900,6,3,0,1.9612271998239659,307.83133510657984,1,1,9,5,8,0
16900,4,0,1,2.9813635019568125,38.48554668997686,1,1,9,6,32,0
5300,5,1,0,0.40428455456036677,337.9439936974127,1,1,9,6,35,0
11900,8,0,0,3.192776094725966,233.44573187002044,1,1,14,1,89,0
6400,35,0,0,0.5349002020269206,289.0206727090589,1,1,13,2,85,0
13900,5,2,0,2.509947091562872,89.41168056885847,1,1,19,0,192,0
6800,7,2,0,0.6969772210000436,64.65980560603035,1,1,20,2,31,0
5400,14,2,0,1.2676948444765836,39.994395908072676,1,1,11,0,7,0
10600,5,0,0,1.0458837702249915,316.9047028597892,0,1,17,6,41,0
17300,6,2,0,0.0037813924493843142,245.31409028544212,1,0,16,2,84,0
15500,6,0,0,1.1233506282328511,32.64277340817584,1,1,11,0,16,0
7400,21,0,2,2.9695941322630888,148.43227178067485,1,1,12,5,14,0
11200,9,1,1,0.23957139948077166,40.7857158454657,1,1,22,1,44,0
12000,5,0,0,7.120844689734785,321.285489131131,1,1,19,2,10,0
5400,26,2,0,1.695337843161845,127.33051382559908,1,1,12,4,36,0
9900,34,2,0,0.545416119844276,66.09144562054004,1,1,22,4,22,0
14900,4,1,1,2.6705271220606335,537.1492560497757,1,1,18,3,37,0
14100,8,0,0,2.198149250620124,378.7435338226938,1,1,9,1,112,0
13000,20,1,0,1.0226410183034613,41.390776305247236,1,1,19,5,31,0
12000,28,0,0,4.648462776780383,168.37580959608954,1,0,16,0,19,0
8800,1,3,2,14.99,15.000177969553643,0,0,18,0,3,1
11700,17,0,1,0.19145115001356777,130.66802026080452,1,1,19,1,37,0
14200,11,2,0,0.6558682515729188,156.28285395726763,1,1,19,2,22,0
6800,34,1,0,2.408588897112664,160.1784449609862,1,1,10,0,118,0
14600,8,1,0,0.8483354834928407,700.1147992652111,1,1,9,6,203,0
16900,3,0,0,0.26532971370121494,139.2489195728226,1,0,21,5,13,0
10600,4,6,1,21.87,67.78359993300327,0,0,10,0,3,1
14300,4,9,3,3.66,9.680625948077447,1,0,4,4,2,1
15000,10,2,1,4.264833155463106,388.54667120963126,1,1,14,6,17,0
8100,21,0,0,1.9623796922076864,36.19805074526727,1,1,9,3,15,0
12300,23,0,0,4.919590335405556,34.997286662188436,1,1,9,1,62,0
17600,8,0,0,2.1582764643780297,12.509636267793733,1,1,21,0,63,0
5400,22,0,0,1.2735023896166089,30.50903405084734,1,1,22,6,28,0
12400,18,6,2,17.1,4.648762142809257,0,0,12,2,2,1
9400,13,1,1,1.8928737866093357,150.1555846290385,1,1,13,3,18,0
13300,8,0,0,0.4455839335618288,96.03507533327893,1,1,19,6,41,0
14000,12,2,0,1.5069612899861737,13.542882993075104,1,1,8,2,31,0
15900,60,0,1,1.616806307207751,72.5729344558966,1,1,19,5,87,0
4800,43,2,0,5.651718686529512,300.5957301237418,1,0,8,4,9,0
4200,4,0,1,12.0,86.88874840838152,1,1,15,5,17,0
4000,12,0,0,1.2015283438535147,521.4226099418429,1,1,19,6,28,0
12500,10,9,4,4.78,34.66232105462499,0,1,5,6,11,1
13400,8,0,0,0.9706224462286295,347.13850312947886,1,1,21,1,51,0
4900,4,1,0,0.017060982982885872,158.67885509960553,1,0,17,5,22,0
16100,8,0,0,5.780595029804179,213.84777343878443,1,1,13,3,179,0
12200,45,1,0,1.1125017438345735,653.7307670387576,1,1,15,3,9,0
12300,25,1,1,2.730968420871254,150.06577995311676,1,1,19,6,18,0
17000,6,0,0,2.117531352685514,720.0,1,1,9,1,15,0
15200,23,0,0,0.6745527083963511,80.5335572492562,1,1,15,1,66,0
15500,11,2,1,2.7897849196077233,128.13063266221644,1,1,18,3,201,0
11500,4,0,0,3.081497593294375,45.99029193534558,1,1,18,0,60,0
8700,6,6,0,16.62,33.07207333243008,0,0,4,1,12,1
5300,12,1,0,0.37402203415945245,332.18371319072736,1,0,16,0,21,0
6500,5,1,1,0.005765966797363874,142.4078383356397,0,1,12,3,21,0
15000,20,12,4,3.44,20.67539081687157,0,0,4,0,3,1
11400,20,0,1,5.966320662756496,345.7409329335844,1,1,18,3,124,0
11300,48,0,1,1.2131307944260703,37.37662467634429,0,1,12,2,27,0
16200,20,0,1,3.122869793183024,82.21340471731298,1,1,21,1,42,0
13500,23,1,0,1.1490003700026294,132.1131430605174,1,1,12,3,129,0
14000,3,3,0,0.5300073728673924,217.47691513521613,1,1,14,5,9,0
17700,8,0,0,0.3185325781791642,93.17510595153567,1,1,11,5,45,0
16500,39,1,1,1.2857390222579679,18.017419439621403,1,1,13,2,9,0
16900,18,0,1,2.3503358310366345,81.55839325779029,1,1,22,5,51,0
17800,13,2,0,0.27602992618484334,720.0,1,1,11,4,75,0
11300,6,6,1,10.92,10.75642969014961,0,0,23,3,10,1
7100,27,0,0,1.272723240327574,25.876567200487187,1,1,19,3,78,0
8100,37,0,0,0.22905971719423074,50.03521883461908,1,1,11,2,69,0
14500,25,1,0,2.90429940702136,37.14014296585175,1,1,22,4,32,0
17000,4,3,1,5.1113127186863085,80.142381683274,1,1,9,6,25,0
10900,10,1,0,4.074883876379419,398.3512698340407,0,1,21,5,130,0
12700,24,0,0,3.803155274609131,112.43814916360598,1,1,22,2,38,0
6200,11,2,0,4.700766049748206,53.9739689341622,1,1,18,1,26,0
17900,60,1,1,0.5214344259288884,148.25800739427126,1,1,15,0,67,0
11100,4,1,0,0.14350157597438792,174.79280265576358,1,1,13,0,121,0
15100,18,0,0,1.689928376018737,236.69504042267755,0,1,15,2,13,0
12000,33,0,0,1.9414102843741574,309.8266674185385,1,1,18,6,53,0
11200,23,0,0,1.4276584069309841,455.63714486074974,1,1,8,2,20,0
7200,12,1,1,3.652838824111412,412.45379317828633,1,1,16,3,108,0
8300,60,0,0,2.4728083200236712,126.35848652608576,1,1,8,6,17,0
12900,2,0,2,4.05,49.40400209054291,0,0,1,2,16,1
8800,59,1,0,1.9691882813466561,52.38071967485533,1,1,12,5,68,0
5100,4,0,0,5.379062374497475,720.0,1,1,15,6,67,0
10500,10,1,1,3.115942360519761,328.4833910593849,1,1,17,1,45,0
13900,5,2,0,0.13730099229890358,186.619053217131,1,0,17,2,66,0
4000,39,1,0,1.8339726419505273,159.2734761600952,1,1,10,6,36,0
17700,6,2,0,1.2039128418371323,18.38559141900137,1,1,20,5,21,0
15700,30,1,0,4.679667743891124,26.499502189347293,1,1,15,2,20,0
8800,12,2,2,6.4211440780312,130.06783103127003,1,1,14,2,47,0
16700,10,0,0,2.78073795235478,227.26466051518008,1,1,20,3,47,0
15400,8,1,0,0.2711166047545458,463.8961819991961,1,0,14,5,36,0
8300,17,3,2,15.35,38.92845232897713,0,0,17,3,3,1
15900,3,1,0,0.9194488918783837,40.99726928770007,1,1,13,1,46,0
11700,17,0,0,3.5209597157510775,720.0,1,0,20,6,15,0
12400,9,3,1,2.2104829466903,720.0,1,0,21,5,160,0
14700,17,0,0,2.338854286428683,26.90189445202639,1,1,11,2,18,0
15400,5,6,1,17.91,2.4909256905229133,0,0,8,2,15,1
16000,3,0,0,3.1278569172138293,175.1494199848498,1,1,13,2,19,0
8300,3,1,1,0.8879736596388323,20.97128468382551,1,1,19,2,9,0
17600,3,6,2,18.51,5.878651220588596,0,0,19,4,3,1
12700,17,0,1,0.5847228323836483,28.605141025498938,1,1,13,3,122,0
11300,6,0,0,0.301155546095318,249.6346895500515,1,1,9,5,30,0
11300,30,0,1,1.831937142389041,200.34479505726935,1,1,9,1,21,0
16700,4,0,2,5.628842980663052,294.5998036898766,1,1,15,3,41,0
16800,9,0,0,1.2658374554609388,65.7395493162596,1,1,8,6,18,0
6200,21,2,0,0.20124288776611735,300.893319735837,1,0,15,1,133,0
9400,18,2,0,3.355407607263399,26.77168761158093,1,1,14,5,53,0
15500,13,0,0,0.3877939074387503,51.993412675836254,0,1,10,0,93,0
10300,7,0,0,2.063336527399745,478.1726860000038,1,1,21,4,19,0
11600,4,0,0,2.496305984554402,98.16863756067991,1,1,14,6,198,0
15100,18,0,0,0.5664103430248554,378.0918411418734,1,1,10,1,19,0
17800,25,1,0,2.0316740814594274,467.27065546080695,1,1,21,3,49,0
11200,50,1,1,0.07713537884308835,18.6292217754997,1,1,19,4,11,0
15800,9,0,0,2.232281497734589,24.24615367571502,0,1,16,0,11,0
5200,11,1,0,6.032694071001305,15.086647454472947,1,1,22,6,92,0
5100,9,0,1,0.7429826309385247,168.01633382468887,1,0,22,2,44,0
17600,13,1,0,1.1423709890646019,125.4001629757509,1,0,14,5,61,0
10900,5,3,2,17.1,22.160028247942936,0,0,19,3,3,1
10100,39,0,1,0.6554744060385292,228.85532419060044,1,1,8,5,33,0
12500,7,0,0,0.3829967970745826,480.73451194984483,1,1,17,3,14,0
10200,13,1,0,1.1517981072279744,319.93128151344786,1,1,10,2,34,0
14700,23,3,1,12.0,422.9295796469201,1,1,9,5,59,0
12400,54,0,0,0.35350399116578046,91.88336272555732,1,1,21,3,102,0
14200,7,2,0,2.8647084747728573,255.53084965319223,1,1,21,5,140,0
15900,6,1,1,3.125081679106133,112.793582941044,1,1,12,5,84,0
5300,32,2,0,1.3746265663967274,56.956287264242384,1,1,11,1,22,0
8400,20,1,0,6.798916594005787,74.1748189899381,1,1,12,2,29,0
12800,27,0,1,3.5304053187880973,138.78722976310524,1,1,10,2,7,0
7100,7,1,0,2.2709836297301624,275.2550201509077,1,1,9,6,44,0
13200,53,2,0,0.5895111149013578,22.70499512259429,0,1,19,5,90,0
12200,4,2,0,0.997665882260165,13.738323161135863,1,1,11,4,34,0
10300,19,0,2,0.22361879011722724,112.46544176185606,1,1,19,1,53,0
11900,40,1,0,2.4940814898739023,465.2096218870418,1,1,19,6,31,0
14400,27,2,1,0.8142996294476146,18.145462927874185,1,1,20,0,11,0
9400,57,1,1,3.5426537962871367,35.842140739700355,1,1,22,0,26,0
4800,19,0,0,2.3556556884699296,13.852511725442493,1,1,8,6,64,0
15800,25,1,2,3.11523111591376,163.13947001421445,1,1,11,6,54,0
9400,7,1,0,1.4366821954569862,339.4765886888869,1,1,19,1,10,0
8300,6,1,1,2.1535332094353574,48.109543198278324,1,1,13,5,8,0
16200,21,1,0,1.200632143557994,232.01596319135044,0,0,18,4,127,0
17600,5,0,0,0.7629202239324389,46.93183501084107,1,1,17,5,58,0
13400,22,0,2,0.1604490719245311,14.585617666612102,1,0,19,6,27,0
11400,12,3,0,1.4439337792406577,45.62434058714915,0,1,14,3,53,0
9300,7,1,0,1.193592683709849,426.1240236246189,1,1,16,6,10,0
7700,8,2,1,2.5722308830056546,91.60093857145783,1,1,16,4,70,0
5300,3,1,1,5.269873785563944,71.67735119402269,1,1,20,2,67,0
13100,4,0,0,0.26496189814841037,294.82678495414785,1,1,11,2,10,0
8200,16,0,0,1.7579272029793425,54.93323862589611,1,1,20,4,16,0
11300,23,1,0,2.903441816471028,61.69649482038237,1,1,16,0,152,0
7500,32,0,0,0.020770112079031892,38.73750885291673,1,1,11,1,8,0
13500,5,12,4,5.48,19.22324242835218,0,1,4,1,4,1
10800,6,2,0,1.5343171034308922,211.22792794174526,1,1,16,2,23,0
15100,5,0,1,2.0906798022569326,116.35915830969921,1,0,14,1,38,0
7100,26,1,1,3.4673003016984234,125.67798530124682,1,1,8,5,16,0
10100,27,1,0,1.8153500297711478,365.1959990257572,1,1,8,5,136,0
13600,17,0,0,0.3780064013730963,720.0,1,1,17,3,124,0
6100,20,0,1,0.11397769953407978,40.57098639739267,1,1,12,0,21,0
17200,4,2,0,2.4270037937707283,73.09467425369297,1,1,17,3,199,0
9200,15,3,2,1.8517952495091794,132.77779671618774,1,1,10,2,47,0
5600,18,2,0,0.15816317378642433,122.55608282163438,1,1,12,3,44,0
15100,18,0,0,9.448913110750567,209.07236148099767,1,0,21,0,115,0
15600,24,0,0,10.398293042298858,289.5227944651314,1,1,9,4,96,0
17900,10,1,1,1.1740020552078527,260.61521325565536,1,1,20,0,94,0
15600,7,2,0,5.632682807629682,350.0751735706524,1,1,20,2,71,0
9200,13,1,0,2.1374484829530593,228.29189531769103,1,1,12,5,36,0
4600,22,1,0,1.1118574086718325,136.97071213863893,1,0,11,3,21,0
9900,10,1,0,2.7568061401214083,69.19345599838799,1,1,10,4,28,0
12100,6,0,0,1.3141139724565583,40.7268268214534,1,1,11,0,36,0
12400,27,2,0,3.4065621313431986,97.51134371221538,1,1,11,5,57,0
7000,17,0,0,0.6993868959933641,218.8634434679111,0,1,14,3,122,0
15400,7,1,0,0.7193600678797643,236.5875509390149,1,1,12,6,17,0
7600,6,0,1,0.6035970637448549,227.89110967605598,1,1,9,0,134,0
9800,5,0,1,9.585050712341044,75.92726677001582,0,1,20,6,25,0
10600,3,0,0,4.849745072345261,208.17983654958687,1,1,22,1,27,0
13500,24,1,0,0.7674842632863326,178.83387934192015,1,1,20,2,66,0
11100,22,0,1,2.341853972989601,249.2358603987373,1,1,20,2,29,0
15700,29,0,1,3.07134780997467,131.81549482703838,1,1,11,5,7,0
7800,56,0,1,2.015062362113419,114.8058843323356,1,1,21,3,81,0
12900,32,2,0,2.4521351332961134,84.6042031485047,1,1,15,4,34,0
8300,3,1,1,2.625452501011315,426.36494289794695,0,1,8,5,10,0
11600,15,0,0,4.869660488829362,208.1525188012242,1,1,18,2,11,0
15600,11,0,0,4.981835938863207,127.88347261335218,1,1,11,3,65,0
13200,45,1,0,0.14340713257113097,15.93670175920398,1,1,15,1,44,0
8400,16,1,0,1.5457285871712814,213.33650409737805,1,1,9,0,30,0
8300,9,2,0,0.07511297936683549,136.31636168264615,1,1,14,2,14,0
4200,23,0,0,0.0701717874538329,552.2816986202719,1,1,10,6,91,0
10400,10,1,0,5.885888878575799,50.04778591472752,1,1,9,3,38,0
5100,6,0,0,3.664028401622229,118.68555468395328,1,1,8,2,13,0
6500,8,1,0,5.039987713390776,409.7702481492249,1,1,13,5,105,0
5100,25,2,0,0.7386742517511129,532.0498116305229,1,1,8,4,57,0
17100,5,0,0,4.728653984235048,33.47228256640615,1,1,20,2,109,0
16600,34,0,1,0.1672617710652541,337.2483602463772,1,1,10,4,13,0
9500,7,3,1,11.43,20.814172494022856,0,0,16,2,26,1
12900,13,1,1,12.0,259.6474213018501,1,1,17,4,122,0
17700,8,2,0,1.9523432229870297,124.10108868190072,1,1,21,3,35,0
5600,9,0,0,2.7048568644341935,104.90699567451122,1,1,16,2,84,0
7600,3,0,1,1.5570547712825789,167.26668887280792,0,1,22,4,55,0
13500,12,2,0,4.163084156540138,34.854403765971576,1,0,19,6,30,0
15700,8,0,1,0.7057982170803279,456.79518724169577,1,0,16,4,108,0
13200,6,2,0,0.26962121358478175,46.646560448548705,1,1,13,4,16,0
10900,14,0,1,1.364303725845427,62.54045783867721,1,1,9,1,66,0
17200,15,1,0,1.069170306996967,132.73469830940238,1,1,10,2,293,0
16700,14,0,0,0.09465960083519402,143.7700170686245,1,1,10,2,100,0
11500,1,9,3,6.21,16.205577820344324,1,0,2,6,6,1
4900,7,1,0,1.6585081901809455,66.80540000784698,1,0,14,1,17,0
15400,6,1,2,1.7391604751310885,18.620767814456308,1,1,8,1,50,0
9600,7,0,1,1.669238672914242,218.07358407525487,1,1,17,4,184,0
5900,14,0,0,1.6649751635177636,186.00079958901517,1,1,22,5,106,0
7200,10,1,0,1.114605331018089,289.63230747999995,1,1,10,1,53,0
16100,31,0,0,2.4718523166840956,43.0692488113119,1,1,13,4,8,0
6800,24,0,0,4.1582003277101185,374.41038571649244,1,1,11,3,21,0
9800,45,0,1,0.33051776352475726,271.844095418093,1,1,22,6,42,0
14500,5,1,2,5.0053457079484955,342.49757240374566,1,1,14,3,55,0
9300,9,3,1,1.2261016403335747,34.1107190485156,1,0,14,3,204,0
10100,30,0,1,6.28,25.684423338157217,0,0,22,2,20,1
8400,3,6,2,14.9,9.13349230317598,0,0,8,1,7,1
17100,20,0,0,1.2232768982560125,403.4619904014626,1,1,17,1,163,0
10700,35,1,0,2.5441156108288348,45.55471256364039,1,1,15,1,30,0
4500,26,1,0,3.407783377049815,45.22640619794988,1,1,9,3,94,0
10000,6,0,1,1.6620409779884935,191.87902446196838,1,1,22,1,109,0
4700,9,0,0,0.3420091290501466,342.18248522974443,1,1,10,2,47,0
10000,4,1,0,0.5890015477213814,63.04318811443611,1,1,13,5,88,0
5700,5,0,0,2.089704127945158,46.660680333881466,1,0,11,6,9,0
12700,16,12,3,6.03,11.745888158774637,0,1,2,1,26,1
16300,7,0,1,5.955998917467213,227.4418609887182,1,1,8,5,38,0
10500,8,1,0,2.6772643302843946,378.61041236153613,1,1,12,3,55,0
12800,6,1,0,1.3386066571934643,188.23293558070043,1,1,19,0,16,0
9000,7,0,1,1.1174113018761878,465.3949081580608,1,1,9,4,15,0
15700,1,3,0,3.1,14.136275095037979,0,0,22,2,17,1
11700,9,1,0,0.9932248903266595,12.899965465869748,1,1,15,0,38,0
16600,11,0,0,2.987900744529315,93.41542232615357,1,1,21,0,77,0
10800,1,6,1,12.52,8.545936847561734,0,0,21,6,23,1
17800,9,0,0,3.415262030889849,54.95832626872915,1,1,18,1,33,0
17300,52,0,1,1.1039921793632441,703.6084838407745,1,0,14,4,23,0
9600,30,0,0,3.17,3.877758570718144,0,0,3,5,14,1
17400,6,1,0,1.4424954737433973,240.76402217409958,1,1,13,5,42,0
7300,3,1,0,4.992528462963333,66.0896416436112,1,1,10,2,18,0
10700,20,0,1,2.03964603544555,292.7718991692485,0,1,13,2,24,0
13900,9,1,1,2.1311863282028796,149.02185327998885,1,1,20,5,40,0
10400,27,0,0,0.18196140360077942,720.0,1,1,21,3,33,0
16400,4,0,0,5.266070254123054,53.75176977245607,1,1,11,0,23,0
15100,10,6,2,9.8,13.080398340593092,0,0,4,0,5,1
6100,14,1,1,5.0368755309577695,87.18140298595056,1,1,14,3,108,0
13300,17,1,1,2.4609342648333623,196.32027363668342,1,1,19,4,40,0
13800,12,1,0,1.9880799992080518,170.7880205381524,1,1,21,4,103,0
17500,30,0,0,5.630378835094812,101.04441344224527,1,1,19,3,42,0
7200,19,0,0,2.493542599663752,124.9426378174848,1,1,16,3,174,0
7500,51,1,1,1.7786403089283052,171.73252314297605,1,1,11,2,12,0
10200,10,1,0,0.8626698936669813,183.2176405067358,1,1,21,5,17,0
16600,17,1,0,1.0517574771736735,78.86213949007366,1,1,11,3,16,0
8900,17,0,0,2.633181150616244,12.250787185661839,1,0,8,4,23,0
14200,4,6,2,19.6,27.430295614569744,0,0,16,4,14,1
8900,24,2,0,1.4673760847063604,435.84400511580697,1,1,15,3,88,0
8000,6,3,0,4.04,19.349267588237122,0,0,22,3,14,1
16800,46,3,0,3.733045265874746,98.05335813807032,1,1,22,4,43,0
16100,10,1,1,4.80939765285209,53.04578630766647,1,1,15,6,87,0
6400,17,2,0,0.7511774109327638,296.7713513818651,1,1,22,4,9,0
10500,16,3,1,15.31,29.790127066821476,0,0,5,0,9,1
7500,9,0,0,3.2938965365782282,203.79491929534598,1,1,9,0,22,0
4600,7,3,0,1.950416540022042,428.5210364168451,0,1,13,5,31,0
8200,4,0,0,3.9043489114669327,75.11106036282624,1,1,18,4,21,0
5700,9,1,0,1.9618541049282203,14.210339400876494,1,1,15,2,46,0
9400,23,0,0,3.764776349178041,149.97113167172307,1,1,16,3,261,0
4000,44,2,2,0.9217858376494682,598.9111269867483,1,1,16,4,14,0
16700,16,1,0,2.03885749440797,113.73878567879089,1,0,14,4,23,0
11600,26,1,0,2.0916200364745,23.813176081893033,1,1,16,1,225,0
11200,20,1,1,5.01593149988674,77.27114503610247,1,1,14,1,62,0
10400,16,0,1,0.6185344617167206,317.7287841675492,1,0,17,0,140,0
6000,52,2,0,1.7037585962989679,116.5414850005066,1,1,13,5,117,0
8900,12,2,1,1.0722756074519295,334.403278660684,1,1,20,1,33,0
13700,7,0,0,5.73386454447105,54.64394875624344,1,1,20,1,56,0
6800,3,1,0,6.007017605154371,303.69300070986975,1,1,9,0,48,0
16300,10,1,1,0.5353061783137626,206.51706097679593,1,1,8,0,29,0
6400,7,1,0,5.6539438313556944,18.492593471824,0,1,20,5,80,0
14400,13,0,0,3.6600413983840916,559.942318357513,1,1,22,6,22,0
4800,4,0,0,4.692584564762226,34.1328809250685,1,1,13,1,45,0
14700,30,12,3,5.01,19.924387011210683,0,1,3,0,30,1
17200,9,1,0,0.5558227719258142,116.10822783665105,0,1,16,3,28,0
16500,20,2,0,2.5293900836024874,33.66717423686505,1,1,19,3,18,0
17300,6,1,1,1.847080056249779,138.83745165675649,1,1,11,3,67,0
6000,6,0,0,0.11680930952846469,56.3536526441434,1,1,21,0,13,0
9200,18,1,0,0.3158018972859244,197.59690726694024,1,1,14,2,23,0
14500,50,0,0,0.1947889038419136,661.7499016366218,1,1,21,6,123,0
15400,4,0,0,3.3682081489705347,480.3484639406502,1,1,22,4,24,0
10100,24,0,0,10.462877398093033,65.65222100954719,1,1,15,6,97,0
9400,5,3,2,7.21,92.90554846625811,0,0,1,6,5,1
4100,17,2,0,3.4217338560835167,289.4862895849672,0,1,15,2,10,0
14900,60,1,0,0.6614185473369034,97.66493626470817,1,0,15,1,117,0
7100,4,0,0,0.2204768409011448,173.56743949511124,1,1,21,1,38,0
8600,4,1,1,2.663359352007183,162.7061629902743,1,1,15,2,50,0
4700,12,2,1,0.5778588453225951,54.10755436697899,1,1,10,2,25,0
4300,32,1,0,0.5569942200851543,230.25307177550152,1,1,14,3,15,0
16700,4,1,1,7.948385716006648,434.42089370316063,1,1,21,1,50,0
17000,6,0,0,1.6272633992361363,237.0828773860751,1,0,9,6,49,0
12200,3,3,0,0.22665356257215982,56.18994933097803,1,1,12,1,25,0
14500,9,1,1,0.44644707463728617,138.27996251648366,1,0,19,1,41,0
15800,27,0,1,0.06366366561125168,290.55817766229916,1,1,12,0,23,0
11100,39,1,1,0.9650203573154876,220.52202136559922,1,0,13,4,83,0
14500,3,0,1,0.6087013628711371,80.73221068366938,1,0,12,1,9,0
15600,7,9,4,2.54,9.081085554574523,1,0,2,0,12,1
4200,3,2,0,2.466853729666854,161.60257530436354,0,0,18,4,55,0
9900,13,0,2,2.877507373389468,206.66449278533605,1,0,12,1,126,0
9400,12,1,0,2.271049632811127,646.8445307340791,1,0,10,3,7,0
13400,4,3,1,17.15,15.551070825336339,0,0,17,0,8,1
10500,3,2,0,0.13665176190605433,494.9860476367946,1,1,9,3,43,0
6200,10,0,0,1.4701381740601185,160.68873890032125,1,1,14,0,43,0
9900,42,0,0,1.9074703743262464,103.55383400508865,1,1,13,0,34,0
11200,4,1,0,4.489287981868404,35.49981994308783,1,1,11,0,161,0
10500,7,6,1,14.34,61.81144779317154,0,0,13,1,6,1
9700,28,1,1,8.003350337462813,125.70973797680797,1,1,11,1,9,0
11000,4,1,1,0.41240255680770177,142.9277502963776,1,1,11,6,10,0
5100,13,0,1,2.996000676893253,125.79061515954585,1,1,20,2,18,0
11200,10,0,0,0.5401028087500307,491.15193910116994,1,1,15,0,21,0
4300,3,1,0,0.35518865689236506,18.913716470757358,1,1,20,2,18,0
6600,22,1,0,1.400846789387702,248.99612529955098,1,1,16,5,80,0
5600,4,2,1,0.3937544500947021,198.61183096528114,1,1,14,2,109,0
13500,60,0,1,1.297628043940536,216.84267022002408,1,1,22,3,17,0
15000,4,0,1,0.5529554899259175,510.38505796967513,1,1,9,5,88,0
8400,3,1,0,1.3134203319667819,120.93189485423314,1,1,21,0,63,0
13000,4,1,1,5.394821805464326,144.44678339485796,1,1,18,2,15,0
17500,3,2,1,1.6468325357539193,270.5661594391548,1,1,11,1,34,0
14800,40,0,0,0.6960916911145344,166.27228461277528,1,1,20,0,13,0
