city,zone_risk_level,platform,avg_weekly_earnings,avg_daily_hours,preferred_shift,vehicle_type,experience_months,historical_claims_count,historical_disruption_freq,season,aqi_avg_30d,rainfall_avg_30d,temperature_avg_30d,risk_score,weekly_premium
Delhi,0.96,Both,5100.0,10.8,Night,Scooter,60,0,0.99,monsoon,113.2,68.1,31.2,75.5,73.3
Kolkata,1.2,Both,2700.0,7.2,Afternoon,Scooter,24,0,2.61,winter,205.5,11.1,19.7,65.3,75.9
Bangalore,0.875,Both,2600.0,13.2,Afternoon,Scooter,10,0,2.53,monsoon,54.4,191.9,22.6,34.5,38.0
Mumbai,1.018,Swiggy,3800.0,11.3,Mixed,Scooter,24,0,3.54,winter,153.8,13.5,23.3,69.1,70.6
Bangalore,0.989,Both,3500.0,6.6,Night,Scooter,13,1,1.51,winter,100.3,37.0,24.2,35.2,41.5
Ahmedabad,1.037,Zomato,2900.0,12.3,Night,Bicycle,29,0,2.24,summer,183.4,4.9,44.0,64.8,50.4
Delhi,1.006,Swiggy,2500.0,10.5,Night,Bicycle,6,1,1.23,summer,236.5,24.8,43.9,100.0,90.0
Bangalore,1.13,Both,3100.0,8.7,Evening,Motorcycle,9,0,0.42,winter,74.6,69.4,23.9,30.6,46.8
Chennai,1.038,Zomato,3900.0,10.4,Morning,Scooter,2,0,0.48,winter,120.2,175.2,29.9,71.3,68.5
Kolkata,0.922,Zomato,3200.0,10.8,Afternoon,Scooter,16,1,1.99,monsoon,64.1,219.5,30.1,64.7,64.2
Hyderabad,0.877,Zomato,4400.0,7.5,Mixed,Scooter,4,1,1.35,winter,180.1,22.7,21.6,58.6,50.1
Pune,0.908,Swiggy,3400.0,10.7,Mixed,Scooter,33,1,2.36,winter,123.2,10.6,19.2,48.1,42.6
Mumbai,0.902,Swiggy,4000.0,8.1,Night,Scooter,9,1,2.46,monsoon,69.7,509.8,31.0,73.9,72.3
Ahmedabad,1.081,Swiggy,3700.0,10.6,Mixed,Bicycle,2,0,1.96,summer,208.4,8.2,42.4,73.6,62.5
Ahmedabad,0.99,Zomato,3200.0,8.7,Mixed,Motorcycle,23,0,0.71,monsoon,120.5,115.3,30.5,48.0,46.7
Bangalore,1.047,Swiggy,4200.0,7.0,Afternoon,Scooter,15,1,1.16,monsoon,45.9,174.2,24.2,35.5,45.1
Chennai,0.835,Both,2500.0,10.3,Night,Scooter,11,0,2.14,summer,85.3,38.6,35.5,62.2,50.6
Delhi,0.962,Zomato,3100.0,8.2,Night,Motorcycle,20,0,2.22,summer,190.2,0.8,41.5,85.0,73.1
Bangalore,1.058,Both,3200.0,9.3,Morning,Scooter,8,1,2.23,winter,74.5,37.6,25.1,36.2,47.8
Delhi,1.125,Zomato,3800.0,9.8,Mixed,Scooter,3,0,2.64,winter,544.2,17.4,10.0,100.0,90.0
Mumbai,0.822,Zomato,4000.0,11.9,Evening,Scooter,2,1,1.76,summer,84.4,16.8,34.0,72.7,59.1
Lucknow,1.188,Zomato,2800.0,8.1,Afternoon,Scooter,6,1,2.12,monsoon,119.7,158.7,29.9,71.4,82.8
Delhi,1.173,Zomato,2700.0,7.3,Evening,Scooter,48,1,2.4,winter,520.2,12.5,10.0,95.2,90.0
Chennai,1.122,Swiggy,3600.0,12.3,Afternoon,Motorcycle,28,2,2.72,monsoon,98.6,31.1,24.0,65.6,73.5
Delhi,1.152,Swiggy,2300.0,9.0,Afternoon,Scooter,7,3,1.94,winter,441.6,19.3,17.1,100.0,90.0
Delhi,0.955,Swiggy,4300.0,7.9,Evening,Scooter,8,3,1.91,summer,135.9,21.3,40.9,95.2,90.0
Bangalore,0.904,Zomato,3300.0,9.7,Mixed,Scooter,5,1,2.2,winter,71.3,66.2,18.9,31.4,38.4
Delhi,1.01,Swiggy,2600.0,8.3,Evening,Bicycle,12,0,1.99,summer,200.6,36.3,43.5,96.5,90.0
Chennai,1.036,Both,2500.0,8.5,Afternoon,Motorcycle,3,1,1.73,winter,152.8,230.1,28.3,69.6,71.0
Jaipur,0.925,Zomato,3800.0,14.0,Night,Scooter,6,0,1.44,summer,232.6,9.1,40.5,83.1,55.6
Bangalore,1.071,Both,3700.0,7.0,Afternoon,Bicycle,5,2,0.58,monsoon,39.4,237.2,26.3,51.4,60.8
Jaipur,1.169,Zomato,2900.0,6.1,Evening,Scooter,5,1,2.38,monsoon,93.5,94.8,27.3,75.4,85.1
Hyderabad,1.107,Swiggy,3400.0,11.5,Afternoon,Motorcycle,3,1,2.32,monsoon,69.4,50.8,25.0,58.9,69.0
Chennai,1.006,Swiggy,2600.0,8.2,Afternoon,Scooter,5,1,2.16,summer,104.5,28.2,37.0,66.0,65.9
Delhi,0.8,Both,3300.0,9.6,Afternoon,Scooter,24,2,2.28,winter,367.3,7.1,10.0,92.8,71.4
Mumbai,0.816,Swiggy,4700.0,10.3,Afternoon,Motorcycle,16,3,1.82,monsoon,49.2,422.1,26.5,73.6,66.6
Pune,0.989,Swiggy,5200.0,6.0,Mixed,Scooter,4,1,3.45,monsoon,53.4,105.4,25.7,48.1,56.8
Chennai,1.077,Both,3300.0,11.3,Night,Scooter,5,2,2.66,winter,124.7,118.9,28.3,70.8,77.8
Bangalore,0.829,Zomato,3800.0,7.9,Night,Scooter,20,2,3.51,monsoon,38.7,113.3,23.8,32.3,35.7
Kolkata,1.012,Zomato,3800.0,12.8,Morning,Motorcycle,6,0,1.42,summer,127.2,61.1,38.8,72.5,64.0
Delhi,1.085,Swiggy,2100.0,7.4,Morning,Motorcycle,12,1,1.91,summer,172.9,20.5,37.9,87.6,90.0
Kolkata,0.992,Zomato,2600.0,12.1,Afternoon,Motorcycle,9,1,1.91,summer,72.9,47.0,31.7,66.8,65.6
Delhi,0.925,Zomato,2000.0,12.5,Mixed,Scooter,17,1,3.11,monsoon,119.6,32.2,34.5,89.6,80.5
Ahmedabad,0.822,Swiggy,3900.0,8.0,Morning,Motorcycle,6,0,0.3,winter,119.8,0.5,24.2,45.1,41.5
Delhi,1.093,Zomato,5100.0,8.6,Night,Motorcycle,3,1,2.45,winter,325.9,7.9,10.9,92.2,90.0
Mumbai,0.921,Swiggy,4400.0,8.4,Mixed,Scooter,4,0,2.13,winter,201.6,4.9,25.2,68.9,70.4
Hyderabad,1.198,Swiggy,3500.0,12.0,Afternoon,Motorcycle,25,1,2.84,winter,135.5,11.8,19.5,59.7,64.6
Mumbai,1.021,Swiggy,3400.0,9.4,Morning,Motorcycle,3,0,1.55,monsoon,59.0,567.3,27.3,76.9,74.2
Jaipur,1.044,Swiggy,3200.0,10.1,Morning,Motorcycle,12,1,0.61,monsoon,112.0,190.2,33.8,74.7,68.1
Hyderabad,1.1,Zomato,4300.0,8.7,Morning,Bicycle,8,2,3.51,winter,144.2,0.0,23.7,66.0,78.6
Delhi,0.956,Swiggy,3700.0,9.9,Mixed,Scooter,2,1,1.99,monsoon,87.2,86.9,27.3,85.5,89.3
Delhi,1.056,Zomato,3500.0,10.1,Night,Motorcycle,40,2,2.76,monsoon,104.9,32.8,33.4,81.0,88.9
Ahmedabad,0.923,Swiggy,2600.0,7.8,Night,Motorcycle,11,0,1.75,winter,186.7,1.6,26.9,47.1,45.7
Chennai,0.904,Both,4000.0,12.5,Morning,Scooter,12,0,2.91,summer,86.3,58.2,32.1,63.7,54.8
Ahmedabad,0.891,Both,3400.0,8.6,Mixed,Scooter,23,2,2.62,winter,191.1,5.6,23.9,53.0,45.0
Mumbai,0.941,Zomato,3800.0,11.1,Night,Scooter,5,2,2.98,monsoon,56.1,351.8,28.2,77.4,81.8
Ahmedabad,1.2,Zomato,4300.0,6.5,Mixed,Bicycle,10,1,1.74,summer,224.6,5.5,38.3,68.4,68.9
Bangalore,0.892,Both,2200.0,10.4,Afternoon,Scooter,42,2,3.08,summer,51.1,64.6,29.0,29.7,33.9
Hyderabad,1.074,Both,3300.0,11.1,Morning,Motorcycle,11,0,2.42,monsoon,48.3,27.9,26.7,54.4,63.0
Delhi,0.973,Zomato,3100.0,9.5,Mixed,Scooter,19,0,0.55,monsoon,58.0,91.0,40.4,83.0,83.1
Mumbai,0.864,Both,3100.0,11.2,Morning,Motorcycle,14,2,3.09,summer,56.9,10.5,35.6,69.6,60.9
Jaipur,1.095,Zomato,2600.0,7.6,Morning,Scooter,4,1,2.47,winter,202.0,7.1,15.3,73.9,74.1
Lucknow,0.94,Swiggy,2900.0,9.9,Morning,Scooter,60,1,1.77,monsoon,72.6,147.6,31.7,59.1,53.6
Delhi,0.946,Zomato,2600.0,6.0,Morning,Scooter,7,1,1.9,monsoon,117.1,70.1,32.4,86.8,89.6
Jaipur,1.13,Zomato,4200.0,9.3,Evening,Scooter,19,0,1.2,monsoon,67.1,137.4,34.4,68.7,69.0
Mumbai,0.969,Both,3800.0,7.4,Afternoon,Motorcycle,13,1,2.12,winter,166.9,2.1,25.4,66.6,67.6
Mumbai,1.027,Swiggy,3700.0,8.9,Mixed,Scooter,16,0,2.45,winter,127.7,13.1,24.5,68.7,72.6
Mumbai,0.997,Zomato,2000.0,11.8,Mixed,Motorcycle,6,1,2.1,winter,102.4,6.9,26.4,73.9,75.5
Bangalore,0.989,Both,5100.0,12.5,Morning,Scooter,15,1,2.19,monsoon,57.9,149.3,22.8,37.0,44.4
Mumbai,0.842,Zomato,3200.0,6.4,Mixed,Motorcycle,5,0,1.57,winter,118.4,6.0,22.4,64.5,58.3
Bangalore,1.103,Zomato,4900.0,11.5,Morning,Scooter,6,0,1.27,winter,101.4,20.0,22.4,38.6,47.7
Mumbai,1.027,Both,4100.0,11.8,Afternoon,Scooter,6,0,2.03,summer,93.2,19.6,35.2,77.1,74.5
Hyderabad,1.098,Swiggy,3300.0,9.6,Night,Bicycle,3,2,2.21,summer,137.5,21.5,34.9,69.9,77.9
Pune,1.014,Zomato,5100.0,11.7,Afternoon,Scooter,26,0,1.67,monsoon,43.0,125.0,27.5,49.8,48.9
Hyderabad,1.127,Both,4000.0,8.2,Morning,Scooter,34,0,2.38,monsoon,69.2,172.8,30.0,53.0,60.3
Delhi,1.018,Zomato,3300.0,8.0,Morning,Motorcycle,2,0,2.69,winter,321.9,12.3,14.9,87.4,84.0
Kolkata,1.165,Swiggy,3200.0,8.0,Night,Motorcycle,4,0,2.78,winter,183.2,9.7,22.7,70.4,78.0
Delhi,0.891,Zomato,4300.0,10.4,Afternoon,Bicycle,20,0,1.61,summer,190.1,22.2,38.8,90.8,75.6
Kolkata,0.905,Swiggy,3100.0,8.8,Afternoon,Scooter,2,1,0.67,winter,228.4,4.9,19.8,71.9,67.8
Chennai,1.2,Both,3200.0,7.6,Afternoon,Scooter,51,0,2.35,monsoon,80.7,72.3,31.6,57.8,71.0
Delhi,1.099,Both,3000.0,7.7,Mixed,Motorcycle,30,2,1.77,winter,394.9,11.7,15.1,92.4,89.7
Mumbai,1.2,Swiggy,2900.0,9.0,Mixed,Motorcycle,9,0,2.02,summer,93.4,13.0,33.1,74.6,85.0
Pune,1.074,Swiggy,2900.0,7.3,Mixed,Scooter,2,3,1.62,monsoon,42.5,170.1,26.5,58.9,73.6
Ahmedabad,0.967,Both,4900.0,10.3,Morning,Bicycle,3,0,3.31,summer,182.1,8.8,44.9,67.3,53.4
Hyderabad,1.2,Both,4300.0,11.4,Afternoon,Scooter,42,1,1.67,monsoon,54.1,115.8,27.4,57.1,66.0
Jaipur,0.8,Both,3700.0,10.9,Mixed,Scooter,11,2,3.5,summer,214.8,6.0,44.4,82.0,57.6
Ahmedabad,1.096,Swiggy,3100.0,14.0,Evening,Bicycle,13,0,2.63,winter,161.2,6.7,23.0,65.9,60.5
Mumbai,0.8,Swiggy,3100.0,9.8,Morning,Scooter,24,2,2.84,winter,123.1,5.7,26.8,69.7,63.1
Hyderabad,1.181,Both,3200.0,12.4,Afternoon,Motorcycle,26,2,1.9,monsoon,42.2,51.0,28.0,63.2,69.6
Delhi,0.877,Zomato,4900.0,9.4,Mixed,Scooter,16,0,1.34,summer,226.0,37.7,41.1,88.9,67.4
Bangalore,0.963,Both,3700.0,8.4,Mixed,Motorcycle,7,2,2.56,winter,103.2,39.4,17.4,37.0,43.6
Mumbai,0.884,Both,4100.0,9.2,Evening,Motorcycle,10,0,2.28,winter,147.8,4.9,27.8,67.7,64.3
Jaipur,1.071,Swiggy,3700.0,9.3,Morning,Scooter,9,0,1.6,winter,171.0,0.3,10.0,71.8,68.5
Hyderabad,0.978,Both,2800.0,8.8,Morning,Bicycle,17,0,2.57,winter,141.3,0.0,19.9,55.5,56.2
Delhi,1.166,Swiggy,3600.0,6.8,Afternoon,Scooter,2,0,2.47,winter,398.5,3.5,20.0,95.6,90.0
Delhi,0.921,Both,2600.0,7.0,Night,Motorcycle,20,1,0.62,summer,235.6,9.8,40.8,87.1,73.8
Bangalore,0.858,Swiggy,4500.0,11.3,Mixed,Scooter,39,0,2.5,monsoon,66.9,179.9,21.2,31.1,35.9
Hyderabad,0.943,Zomato,2900.0,10.7,Afternoon,Motorcycle,6,1,2.77,monsoon,65.7,78.1,30.2,53.3,57.2
Ahmedabad,1.197,Both,3000.0,12.6,Mixed,Motorcycle,20,0,0.78,summer,203.4,3.7,43.4,59.9,58.7
Delhi,1.125,Both,4200.0,8.2,Mixed,Scooter,2,1,3.56,summer,135.7,13.0,48.2,99.4,90.0
Bangalore,1.139,Zomato,2900.0,8.0,Mixed,Bicycle,36,0,3.12,winter,83.1,56.6,22.7,39.7,49.5
Chennai,0.934,Both,3300.0,6.7,Night,Scooter,6,0,0.63,winter,154.8,25.1,26.4,58.5,58.8
Bangalore,0.842,Swiggy,2000.0,11.1,Evening,Scooter,8,1,1.71,monsoon,74.7,237.4,26.7,41.8,42.9
Bangalore,1.171,Both,3200.0,7.2,Mixed,Scooter,13,1,1.29,monsoon,54.9,147.8,21.9,36.5,51.7
Mumbai,0.835,Zomato,4000.0,8.9,Night,Motorcycle,6,2,1.05,summer,67.9,18.5,34.0,66.1,63.5
Mumbai,1.001,Zomato,3000.0,9.6,Mixed,Scooter,8,1,2.25,winter,146.0,10.5,25.4,70.1,77.5
Bangalore,0.92,Zomato,3900.0,6.0,Evening,Scooter,9,0,2.12,monsoon,66.5,237.2,21.9,33.2,38.9
Ahmedabad,1.009,Both,3500.0,10.6,Afternoon,Motorcycle,5,0,1.27,summer,189.5,0.0,43.4,58.5,51.2
Delhi,0.8,Both,4400.0,11.0,Evening,Scooter,2,1,1.36,winter,428.3,1.5,12.9,95.6,73.6
Delhi,1.102,Both,2900.0,9.6,Evening,Scooter,5,0,2.01,winter,380.8,13.9,13.6,94.5,90.0
Hyderabad,1.164,Swiggy,3300.0,8.8,Afternoon,Scooter,7,4,2.33,summer,85.2,17.5,33.0,66.6,77.7
Jaipur,1.125,Both,2300.0,8.9,Night,Motorcycle,20,0,1.34,summer,203.8,3.8,41.5,75.4,65.1
Bangalore,0.866,Zomato,3400.0,11.8,Night,Scooter,2,0,2.06,monsoon,48.3,89.5,23.3,32.5,35.6
Mumbai,1.052,Both,3200.0,9.1,Afternoon,Scooter,10,3,2.44,winter,175.9,14.3,32.3,83.6,90.0
Hyderabad,0.979,Swiggy,4300.0,9.0,Afternoon,Motorcycle,3,2,2.73,monsoon,95.1,59.2,27.2,59.7,64.6
Bangalore,1.0,Both,3000.0,7.6,Evening,Motorcycle,9,2,2.24,summer,67.7,40.5,28.1,34.7,42.7
Hyderabad,1.199,Both,3200.0,6.0,Afternoon,Bicycle,6,0,2.13,summer,185.4,7.2,35.9,66.7,74.1
Delhi,0.948,Swiggy,3000.0,11.2,Afternoon,Scooter,2,3,1.81,winter,511.5,7.1,17.0,100.0,90.0
Mumbai,1.082,Zomato,3500.0,9.0,Afternoon,Scooter,17,0,1.67,monsoon,77.5,578.4,29.4,78.3,82.9
Delhi,0.8,Zomato,5100.0,7.2,Night,Scooter,15,0,2.14,summer,225.5,11.3,40.0,85.4,62.6
Hyderabad,1.009,Both,2000.0,13.2,Evening,Motorcycle,6,0,2.08,winter,159.1,0.0,27.7,57.9,56.5
Bangalore,1.112,Swiggy,3500.0,9.9,Afternoon,Scooter,10,0,2.33,monsoon,58.6,189.2,20.7,35.4,46.2
Delhi,0.982,Zomato,4400.0,8.6,Morning,Motorcycle,23,0,1.39,winter,277.1,8.8,19.0,83.3,77.5
Bangalore,1.074,Both,3100.0,11.0,Morning,Motorcycle,14,2,2.51,winter,40.5,53.8,20.9,35.6,46.3
Kolkata,0.903,Swiggy,3900.0,9.7,Night,Scooter,21,0,0.78,monsoon,71.0,402.8,30.5,64.8,59.2
Mumbai,0.944,Zomato,4400.0,9.7,Mixed,Scooter,14,0,2.55,summer,76.3,17.0,28.4,68.3,62.9
Hyderabad,0.984,Both,3300.0,7.8,Afternoon,Scooter,30,0,1.83,summer,105.4,19.5,37.0,49.9,44.9
Hyderabad,0.935,Swiggy,3000.0,10.4,Mixed,Scooter,2,1,1.1,monsoon,38.8,166.7,25.5,57.8,59.5
Delhi,1.108,Both,4200.0,10.9,Night,Motorcycle,8,0,1.1,summer,185.3,23.8,42.1,89.7,87.8
Jaipur,1.131,Both,3900.0,7.8,Afternoon,Motorcycle,21,1,2.44,winter,218.8,7.7,18.1,70.2,70.1
Ahmedabad,1.078,Both,3500.0,6.0,Evening,Scooter,12,0,2.1,summer,175.7,7.5,47.2,58.1,54.1
Delhi,0.8,Both,4000.0,10.9,Morning,Motorcycle,18,3,2.17,summer,193.5,31.4,47.8,95.6,71.5
Mumbai,0.962,Both,4300.0,10.3,Afternoon,Motorcycle,11,0,1.85,winter,188.7,6.1,28.1,67.4,69.0
Delhi,1.101,Both,3500.0,10.7,Night,Scooter,35,0,1.67,summer,198.0,35.4,44.3,89.8,82.5
Delhi,0.98,Swiggy,3700.0,9.1,Mixed,Motorcycle,10,0,2.1,summer,199.0,27.2,43.0,90.2,76.3
Chennai,0.973,Both,3900.0,10.9,Afternoon,Scooter,4,3,1.97,summer,112.4,41.5,35.2,77.8,73.9
Ahmedabad,1.112,Both,3100.0,7.7,Mixed,Motorcycle,41,1,1.39,winter,216.7,4.4,19.7,51.6,48.7
Pune,1.118,Zomato,4500.0,8.6,Night,Motorcycle,5,1,0.66,summer,88.9,20.5,29.8,48.4,56.5
Delhi,1.072,Zomato,2700.0,6.9,Afternoon,Scooter,16,0,1.44,summer,128.7,5.1,35.1,82.3,83.2
Bangalore,0.821,Swiggy,3400.0,11.3,Night,Scooter,2,2,2.12,summer,48.5,20.7,30.8,35.4,36.6
Mumbai,0.866,Zomato,4100.0,8.9,Mixed,Motorcycle,3,0,2.66,monsoon,61.3,476.4,26.1,71.1,64.8
Chennai,1.047,Swiggy,2700.0,9.5,Afternoon,Bicycle,32,1,0.4,winter,114.0,46.0,25.9,69.7,70.6
Mumbai,0.8,Zomato,4200.0,9.9,Morning,Scooter,9,1,1.6,winter,209.9,11.3,24.4,73.2,61.2
Ahmedabad,1.197,Both,3700.0,8.5,Afternoon,Scooter,37,1,2.17,winter,179.4,1.4,18.8,58.4,61.5
Pune,1.016,Both,4600.0,10.6,Night,Scooter,9,1,2.1,winter,169.7,2.3,18.9,53.5,54.7
Delhi,0.916,Zomato,4000.0,12.3,Morning,Scooter,14,0,2.04,summer,200.2,10.8,44.6,91.0,69.9
Hyderabad,0.936,Both,3400.0,11.0,Afternoon,Scooter,16,3,1.58,winter,132.2,15.3,24.3,61.9,56.9
Chennai,1.145,Zomato,3700.0,6.0,Afternoon,Motorcycle,13,0,1.38,summer,98.9,82.6,34.0,59.3,65.5
Kolkata,0.849,Both,3700.0,9.2,Morning,Motorcycle,4,2,2.36,summer,145.8,67.8,39.3,73.2,59.5
Bangalore,0.8,Both,5100.0,9.3,Evening,Motorcycle,5,0,2.18,monsoon,57.1,132.7,28.2,27.8,33.8
Mumbai,0.881,Both,3600.0,11.5,Mixed,Scooter,11,1,1.94,winter,138.0,3.9,24.4,68.9,68.9
Chennai,1.035,Swiggy,3400.0,7.9,Morning,Motorcycle,4,3,3.6,winter,90.5,227.1,25.2,74.6,78.1
Mumbai,1.192,Zomato,3300.0,6.9,Mixed,Scooter,39,1,2.97,summer,85.7,19.7,34.2,67.7,78.8
Chennai,1.146,Both,3700.0,10.7,Mixed,Motorcycle,15,0,2.39,winter,118.4,198.7,27.0,64.8,68.1
Delhi,0.948,Zomato,2600.0,9.0,Mixed,Motorcycle,2,0,2.74,winter,345.5,12.0,17.5,86.3,79.8
Hyderabad,1.034,Swiggy,3200.0,7.8,Night,Scooter,3,1,2.52,summer,114.5,22.2,35.5,60.1,59.8
Pune,1.042,Zomato,2700.0,8.5,Evening,Motorcycle,28,1,1.78,monsoon,49.5,132.3,24.9,48.8,51.2
Mumbai,1.027,Both,2800.0,6.2,Afternoon,Motorcycle,10,0,1.11,winter,186.6,11.6,21.8,68.7,75.0
Bangalore,0.8,Swiggy,4100.0,9.3,Mixed,Scooter,11,1,2.77,summer,74.6,35.0,26.6,33.5,34.1
Hyderabad,0.962,Swiggy,3500.0,8.4,Evening,Motorcycle,16,0,1.99,summer,76.4,27.7,33.9,47.9,42.9
Mumbai,1.095,Zomato,2900.0,10.1,Evening,Motorcycle,36,1,2.72,monsoon,61.2,406.4,30.6,73.1,77.8
Chennai,1.2,Both,3400.0,8.6,Afternoon,Bicycle,5,0,2.65,summer,96.6,42.0,35.7,72.5,83.2
Hyderabad,1.048,Zomato,3300.0,9.1,Afternoon,Bicycle,10,0,0.8,monsoon,72.8,125.7,27.9,58.6,71.2
Delhi,1.131,Both,3500.0,8.1,Afternoon,Motorcycle,10,1,2.5,monsoon,84.6,27.1,29.6,86.2,90.0
Pune,1.106,Both,2300.0,8.5,Night,Motorcycle,3,1,3.39,summer,110.8,9.6,30.0,53.9,56.4
Bangalore,0.954,Zomato,2600.0,6.7,Evening,Scooter,11,1,1.86,winter,53.9,3.6,19.9,30.3,39.4
Chennai,0.84,Both,2300.0,11.1,Afternoon,Scooter,12,0,2.28,winter,142.9,140.4,28.2,63.0,53.5
Mumbai,1.136,Zomato,2800.0,8.9,Morning,Scooter,7,1,2.83,winter,129.9,11.2,23.9,71.0,89.9
Mumbai,1.2,Both,2900.0,6.0,Evening,Scooter,2,0,0.83,summer,64.9,9.8,36.7,71.8,87.8
Mumbai,0.949,Both,2700.0,6.0,Afternoon,Bicycle,15,0,0.37,monsoon,88.8,578.4,28.7,85.1,79.4
Ahmedabad,1.143,Zomato,4100.0,11.1,Afternoon,Scooter,4,0,1.88,monsoon,88.1,108.3,29.9,56.8,62.0
Pune,1.018,Zomato,5000.0,8.9,Morning,Motorcycle,17,1,0.75,winter,134.3,9.0,19.1,46.4,50.3
Kolkata,0.834,Zomato,4200.0,9.0,Mixed,Bicycle,25,1,3.08,summer,74.5,31.9,36.4,70.7,56.6
Mumbai,1.006,Both,3000.0,9.0,Morning,Scooter,3,3,2.69,winter,147.1,9.5,24.2,77.6,87.0
Bangalore,0.932,Both,3700.0,10.0,Morning,Scooter,10,0,3.04,summer,52.1,37.7,26.0,32.2,34.6
Kolkata,1.053,Zomato,3400.0,12.1,Night,Motorcycle,60,1,1.97,summer,77.6,68.5,32.7,61.9,61.4
Hyderabad,1.048,Both,3000.0,9.9,Afternoon,Motorcycle,60,0,2.9,summer,97.2,34.2,40.4,46.2,46.7
Mumbai,0.923,Both,4600.0,9.6,Mixed,Motorcycle,7,0,2.07,winter,136.9,10.1,24.3,69.4,67.1
Ahmedabad,0.843,Swiggy,5100.0,7.9,Evening,Scooter,54,0,2.32,winter,130.8,4.4,20.7,35.6,35.6
Mumbai,0.945,Zomato,2300.0,6.0,Night,Bicycle,24,0,3.71,monsoon,63.1,642.6,30.8,77.1,80.9
Mumbai,1.186,Swiggy,4700.0,9.9,Mixed,Scooter,35,2,1.0,monsoon,53.7,578.3,26.7,83.7,90.0
Ahmedabad,0.859,Swiggy,3000.0,10.1,Mixed,Scooter,24,1,3.39,winter,170.8,3.4,23.5,53.1,46.6
Bangalore,1.087,Both,3300.0,11.2,Mixed,Bicycle,13,1,0.5,summer,63.5,79.5,26.2,43.6,48.4
Delhi,1.072,Swiggy,3700.0,12.4,Evening,Bicycle,10,1,1.99,summer,226.9,9.6,44.0,100.0,90.0
Chennai,0.934,Zomato,4700.0,6.7,Mixed,Scooter,6,0,2.45,winter,134.1,189.4,25.5,63.9,59.9
Lucknow,0.899,Zomato,3700.0,7.8,Afternoon,Scooter,5,1,1.61,winter,255.8,17.7,20.9,65.2,59.0
Mumbai,1.071,Swiggy,3800.0,10.3,Mixed,Scooter,29,0,2.23,summer,72.8,7.6,33.6,66.9,67.1
Kolkata,0.997,Swiggy,4200.0,9.0,Mixed,Motorcycle,2,0,2.3,monsoon,70.4,371.0,32.1,70.6,69.6
Delhi,0.94,Swiggy,4300.0,11.9,Afternoon,Scooter,20,1,2.5,monsoon,38.6,71.1,27.8,82.7,81.3
Mumbai,1.057,Both,3900.0,8.6,Morning,Bicycle,2,1,1.84,summer,65.7,31.2,34.2,79.9,90.0
Bangalore,1.195,Zomato,4300.0,13.0,Night,Scooter,11,0,1.46,winter,101.0,36.4,24.3,40.2,50.2
Chennai,1.149,Both,3000.0,9.1,Morning,Scooter,12,2,2.15,monsoon,40.2,127.5,29.4,66.6,85.5
Delhi,1.015,Swiggy,2100.0,12.3,Morning,Motorcycle,17,0,1.74,monsoon,84.4,120.7,33.9,85.1,83.5
Bangalore,0.8,Both,5000.0,6.0,Mixed,Scooter,17,0,2.02,monsoon,56.0,98.2,24.2,23.6,31.0
Chennai,0.971,Both,2700.0,10.0,Evening,Scooter,18,0,1.75,monsoon,89.3,67.8,33.6,60.0,62.1
Chennai,0.88,Both,3100.0,9.0,Night,Motorcycle,13,2,2.16,winter,93.6,185.5,31.6,64.0,56.6
Hyderabad,0.976,Both,3200.0,6.0,Mixed,Scooter,19,0,1.52,summer,98.9,28.5,43.9,58.4,50.4
Pune,0.958,Swiggy,3100.0,9.0,Mixed,Scooter,43,0,1.62,summer,98.8,7.8,29.7,40.9,43.3
Bangalore,0.962,Swiggy,2900.0,6.5,Mixed,Scooter,14,0,1.11,summer,87.6,65.0,30.9,34.2,35.8
Bangalore,1.129,Swiggy,3900.0,8.0,Morning,Scooter,17,1,2.13,summer,67.5,60.7,27.9,34.6,46.6
Bangalore,0.973,Zomato,3900.0,9.6,Afternoon,Bicycle,21,2,1.28,monsoon,44.4,247.5,27.3,44.1,52.3
Chennai,0.967,Both,4000.0,8.8,Night,Motorcycle,7,0,2.25,monsoon,53.6,48.5,31.1,58.5,64.3
Mumbai,1.057,Both,3900.0,9.7,Morning,Scooter,20,0,2.82,monsoon,76.3,383.9,29.5,73.0,77.7
Delhi,0.873,Swiggy,3200.0,9.3,Afternoon,Scooter,3,1,3.25,summer,164.4,30.4,38.8,93.0,75.7
Mumbai,0.959,Both,3200.0,13.7,Evening,Scooter,23,1,1.91,winter,171.2,7.2,22.2,74.8,72.5
Bangalore,0.836,Swiggy,4400.0,9.5,Afternoon,Scooter,52,0,4.22,summer,69.0,7.1,26.9,22.2,29.0
Jaipur,1.075,Zomato,3100.0,9.2,Morning,Scooter,7,2,2.49,winter,185.5,0.0,10.0,78.0,77.6
Chennai,1.028,Both,3100.0,9.8,Mixed,Motorcycle,7,2,2.1,summer,46.5,74.2,35.8,69.7,68.9
Bangalore,1.2,Swiggy,4200.0,8.9,Evening,Scooter,4,2,3.55,winter,71.4,56.9,20.8,42.6,55.7
Chennai,0.804,Both,3500.0,6.0,Evening,Motorcycle,19,0,1.29,summer,111.7,45.6,34.6,59.7,43.3
Hyderabad,1.116,Zomato,3100.0,10.4,Night,Scooter,7,0,1.99,monsoon,72.7,167.5,27.6,57.8,69.2
Bangalore,0.8,Swiggy,3100.0,11.6,Night,Scooter,39,0,1.76,summer,61.1,35.8,23.4,24.5,29.0
